contigName	contigLen	totalAvgDepth	mapped_reads_sorted.bam	mapped_reads_sorted.bam-var
k141_4337	2538	0	0	0
k141_4339	3420	0	0	0
k141_4340	2292	0	0	0
k141_4341	3893	0	0	0
k141_4342	3270	0	0	0
k141_4343	1771	0	0	0
k141_1136	35463	0	0	0
k141_1137	1399	0	0	0
k141_4344	2056	0	0	0
k141_1138	1193	0	0	0
k141_1139	1417	0	0	0
k141_1140	1068	0	0	0
k141_4345	3432	0	0	0
k141_4346	4313	0	0	0
k141_4348	1396	0	0	0
k141_4349	1841	0	0	0
k141_4350	1049	0	0	0
k141_9574	54890	0	0	0
k141_13369	259362	0	0	0
k141_4352	2763	0	0	0
k141_9575	1050	0	0	0
k141_11299	572139	0	0	0
k141_1143	13747	0	0	0
k141_7860	156395	0	0	0
k141_4354	1058	0	0	0
k141_1145	1328	0	0	0
k141_11300	1841	0	0	0
k141_7861	2086	0	0	0
k141_11301	1377	0	0	0
k141_9578	3144	0	0	0
k141_11302	1985	0	0	0
k141_7863	3604	0	0	0
k141_4357	1570	0	0	0
k141_1146	5454	0	0	0
k141_13370	6194	0	0	0
k141_9580	2975	0	0	0
k141_11305	1219	0	0	0
k141_13371	1117	0	0	0
k141_4360	1508	0	0	0
k141_1151	1110	0	0	0
k141_13372	2395	0	0	0
k141_7865	4512	0	0	0
k141_7866	2392	0	0	0
k141_4361	4176	0	0	0
k141_7867	1014	0	0	0
k141_11306	7112	0	0	0
k141_9581	7717	0	0	0
k141_1152	5897	0	0	0
k141_4363	1257	0	0	0
k141_13373	4762	0	0	0
k141_1153	1174	0	0	0
k141_9583	1036	0	0	0
k141_11307	2942	0	0	0
k141_13376	1292	0	0	0
k141_7871	1999	0	0	0
k141_9584	1471	0	0	0
k141_11308	2533	0	0	0
k141_1155	3394	0	0	0
k141_4364	5212	0	0	0
k141_7873	2454	0	0	0
k141_13377	3345	0	0	0
k141_7874	1768	0	0	0
k141_4365	2195	0	0	0
k141_4366	1842	0	0	0
k141_13378	3730	0	0	0
k141_13379	1957	0	0	0
k141_11309	7086	0	0	0
k141_4367	2736	0	0	0
k141_7875	4566	0	0	0
k141_11310	1024	0	0	0
k141_13381	1049	0	0	0
k141_9586	9842	0	0	0
k141_4368	1332	0	0	0
k141_11311	2020	0	0	0
k141_11312	1381	0	0	0
k141_7876	4059	0	0	0
k141_13383	3051	0	0	0
k141_9588	4276	0	0	0
k141_13386	1416	0	0	0
k141_4369	5548	0	0	0
k141_7877	2783	0	0	0
k141_11313	3319	0	0	0
k141_11314	1146	0	0	0
k141_4370	1756	0	0	0
k141_13389	1960	0	0	0
k141_4372	1096	0	0	0
k141_9591	3742	0	0	0
k141_11318	1185	0	0	0
k141_7880	3227	0	0	0
k141_4373	1615	0	0	0
k141_9592	1927	0	0	0
k141_9593	1045	0	0	0
k141_13394	1809	0	0	0
k141_4374	2548	0	0	0
k141_7881	2879	0	0	0
k141_9594	1419	0	0	0
k141_13395	2353	0	0	0
k141_7882	2233	0	0	0
k141_9596	1226	0	0	0
k141_5997	169616	0	0	0
k141_4376	3352	0	0	0
k141_13396	1748	0	0	0
k141_11319	6916	0	0	0
k141_11320	1260	0	0	0
k141_6002	1507	0	0	0
k141_4379	1767	0	0	0
k141_11321	2655	0	0	0
k141_9597	5443	0	0	0
k141_11322	3093	0	0	0
k141_11323	1101	0	0	0
k141_4380	5671	0	0	0
k141_11324	1442	0	0	0
k141_9599	5150	0	0	0
k141_11325	1687	0	0	0
k141_11326	1243	0	0	0
k141_4385	4400	0	0	0
k141_4386	1396	0	0	0
k141_7884	14849	0	0	0
k141_6003	13408	0	0	0
k141_7885	1187	0	0	0
k141_4387	1463	0	0	0
k141_6004	1070	0	0	0
k141_9601	8490	0	0	0
k141_6005	2657	0	0	0
k141_4388	3959	0	0	0
k141_7888	2930	0	0	0
k141_9602	2563	0	0	0
k141_6008	1390	0	0	0
k141_9603	1036	0	0	0
k141_11328	10140	0	0	0
k141_7889	2371	0	0	0
k141_1156	46562	0	0	0
k141_9604	1054	0	0	0
k141_6010	1746	0	0	0
k141_9605	1184	0	0	0
k141_4389	4742	0	0	0
k141_9606	1204	0	0	0
k141_7890	2536	0	0	0
k141_1157	3543	0	0	0
k141_11331	3080	0	0	0
k141_4390	1980	0	0	0
k141_9607	2033	0	0	0
k141_6013	3386	0	0	0
k141_1158	1245	0	0	0
k141_9608	1128	0	0	0
k141_4392	1370	0	0	0
k141_1159	1608	0	0	0
k141_6014	2016	0	0	0
k141_9609	1962	0	0	0
k141_6015	1338	0	0	0
k141_4395	1611	0	0	0
k141_6016	2036	0	0	0
k141_1161	2904	0	0	0
k141_7898	4292	0	0	0
k141_4396	1627	0	0	0
k141_9611	2678	0	0	0
k141_6017	1132	0	0	0
k141_6018	2232	0	0	0
k141_7899	3044	0	0	0
k141_7900	1233	0	0	0
k141_7901	1021	0	0	0
k141_4397	5458	0	0	0
k141_9612	6194	0	0	0
k141_11332	13018	0	0	0
k141_4398	1538	0	0	0
k141_6019	5423	0	0	0
k141_7903	3044	0	0	0
k141_11333	1999	0	0	0
k141_1162	8974	0	0	0
k141_7905	1212	0	0	0
k141_6020	2791	0	0	0
k141_4399	5037	0	0	0
k141_7906	1558	0	0	0
k141_11335	4729	0	0	0
k141_4402	2073	0	0	0
k141_6023	3653	0	0	0
k141_1163	6589	0	0	0
k141_9615	8073	0	0	0
k141_11336	1902	0	0	0
k141_11337	1017	0	0	0
k141_1165	1862	0	0	0
k141_9617	1962	0	0	0
k141_7909	4796	0	0	0
k141_6024	3377	0	0	0
k141_9618	1367	0	0	0
k141_11339	1855	0	0	0
k141_9619	1576	0	0	0
k141_1168	2250	0	0	0
k141_6028	1375	0	0	0
k141_4405	6035	0	0	0
k141_6030	1085	0	0	0
k141_1170	2168	0	0	0
k141_6031	1913	0	0	0
k141_4406	3255	0	0	0
k141_1171	2062	0	0	0
k141_9621	6656	0	0	0
k141_1172	2181	0	0	0
k141_7914	8714	0	0	0
k141_6032	4920	0	0	0
k141_4407	5055	0	0	0
k141_4408	1068	0	0	0
k141_1174	3356	0	0	0
k141_4409	1416	0	0	0
k141_11340	15093	0	0	0
k141_13398	65026	0	0	0
k141_4410	2158	0	0	0
k141_7915	5985	0	0	0
k141_1175	4548	0	0	0
k141_13399	2488	0	0	0
k141_4415	1380	0	0	0
k141_7916	2999	0	0	0
k141_11341	4681	0	0	0
k141_13400	1816	0	0	0
k141_1178	1388	0	0	0
k141_7917	1109	0	0	0
k141_4416	1992	0	0	0
k141_13401	2162	0	0	0
k141_4417	1728	0	0	0
k141_13402	1255	0	0	0
k141_7920	1757	0	0	0
k141_1181	3393	0	0	0
k141_1182	1062	0	0	0
k141_13403	2977	0	0	0
k141_4418	3989	0	0	0
k141_1183	1210	0	0	0
k141_11343	6247	0	0	0
k141_7921	4511	0	0	0
k141_6033	17121	0	0	0
k141_1184	1337	0	0	0
k141_4419	1911	0	0	0
k141_11344	2289	0	0	0
k141_7922	1772	0	0	0
k141_4420	1375	0	0	0
k141_6035	1514	0	0	0
k141_4421	1232	0	0	0
k141_4422	1827	0	0	0
k141_13404	6348	0	0	0
k141_1186	4607	0	0	0
k141_7924	3490	0	0	0
k141_11345	5304	0	0	0
k141_6037	3762	0	0	0
k141_13406	1893	0	0	0
k141_1187	3342	0	0	0
k141_4423	4042	0	0	0
k141_6038	2503	0	0	0
k141_11346	2919	0	0	0
k141_13408	1723	0	0	0
k141_11347	1484	0	0	0
k141_1188	2374	0	0	0
k141_7927	4188	0	0	0
k141_6039	2753	0	0	0
k141_1189	1178	0	0	0
k141_7928	1555	0	0	0
k141_11349	2791	0	0	0
k141_4425	4679	0	0	0
k141_4426	1558	0	0	0
k141_6040	3881	0	0	0
k141_13409	5825	0	0	0
k141_7931	1843	0	0	0
k141_11351	1530	0	0	0
k141_1192	4217	0	0	0
k141_13410	1155	0	0	0
k141_6042	1380	0	0	0
k141_4428	1615	0	0	0
k141_13411	1555	0	0	0
k141_1194	1141	0	0	0
k141_7933	2935	0	0	0
k141_6043	3121	0	0	0
k141_4430	2983	0	0	0
k141_6044	1277	0	0	0
k141_13412	3336	0	0	0
k141_1195	3482	0	0	0
k141_4431	1753	0	0	0
k141_1196	1131	0	0	0
k141_6045	2038	0	0	0
k141_7934	4384	0	0	0
k141_13414	2627	0	0	0
k141_4432	3668	0	0	0
k141_1197	4702	0	0	0
k141_6046	4306	0	0	0
k141_13415	3874	0	0	0
k141_6047	1625	0	0	0
k141_4433	4095	0	0	0
k141_4434	1590	0	0	0
k141_6048	2200	0	0	0
k141_7935	7763	0	0	0
k141_11352	16480	0	0	0
k141_1198	5690	0	0	0
k141_4436	1645	0	0	0
k141_7937	2083	0	0	0
k141_6050	2334	0	0	0
k141_4438	1436	0	0	0
k141_1200	1629	0	0	0
k141_6051	1426	0	0	0
k141_11354	2944	0	0	0
k141_7938	3196	0	0	0
k141_6052	2216	0	0	0
k141_4439	2906	0	0	0
k141_11356	3064	0	0	0
k141_6053	1871	0	0	0
k141_4441	2156	0	0	0
k141_11357	1471	0	0	0
k141_7943	2111	0	0	0
k141_1201	6429	0	0	0
k141_13417	12942	0	0	0
k141_11358	1596	0	0	0
k141_4442	2736	0	0	0
k141_7945	1989	0	0	0
k141_13418	2393	0	0	0
k141_11359	2451	0	0	0
k141_1205	1523	0	0	0
k141_6055	5687	0	0	0
k141_7948	1435	0	0	0
k141_4444	2603	0	0	0
k141_1206	2790	0	0	0
k141_13422	2607	0	0	0
k141_13423	1160	0	0	0
k141_11364	4197	0	0	0
k141_1208	3240	0	0	0
k141_13424	2597	0	0	0
k141_4446	5214	0	0	0
k141_13425	1158	0	0	0
k141_4447	1331	0	0	0
k141_11368	3324	0	0	0
k141_13427	1644	0	0	0
k141_7949	8348	0	0	0
k141_11369	1391	0	0	0
k141_1209	4042	0	0	0
k141_7950	2262	0	0	0
k141_1211	1475	0	0	0
k141_4448	4024	0	0	0
k141_1212	1410	0	0	0
k141_11373	3281	0	0	0
k141_1213	1713	0	0	0
k141_7951	3328	0	0	0
k141_6059	13823	0	0	0
k141_11375	2349	0	0	0
k141_4449	4876	0	0	0
k141_11376	1535	0	0	0
k141_6060	3379	0	0	0
k141_1215	4323	0	0	0
k141_7952	4691	0	0	0
k141_11380	1342	0	0	0
k141_6061	2470	0	0	0
k141_13428	11975	0	0	0
k141_4450	5361	0	0	0
k141_1217	3829	0	0	0
k141_13430	1444	0	0	0
k141_4451	2690	0	0	0
k141_13432	1283	0	0	0
k141_4452	1070	0	0	0
k141_11382	4663	0	0	0
k141_7954	6455	0	0	0
k141_4453	1316	0	0	0
k141_6062	6285	0	0	0
k141_11385	1171	0	0	0
k141_7955	1424	0	0	0
k141_1218	4938	0	0	0
k141_4454	2250	0	0	0
k141_6063	2680	0	0	0
k141_1219	1913	0	0	0
k141_7957	1448	0	0	0
k141_13433	6183	0	0	0
k141_7958	1501	0	0	0
k141_6064	3949	0	0	0
k141_4457	4822	0	0	0
k141_11387	7124	0	0	0
k141_6065	1514	0	0	0
k141_13436	3167	0	0	0
k141_4458	1864	0	0	0
k141_7959	4929	0	0	0
k141_11388	2022	0	0	0
k141_7960	1213	0	0	0
k141_6067	2439	0	0	0
k141_1221	7093	0	0	0
k141_11389	1364	0	0	0
k141_4460	1264	0	0	0
k141_1223	1105	0	0	0
k141_11390	2061	0	0	0
k141_6068	3537	0	0	0
k141_4465	2601	0	0	0
k141_13437	6988	0	0	0
k141_1228	1012	0	0	0
k141_6069	2736	0	0	0
k141_1229	1503	0	0	0
k141_13438	2582	0	0	0
k141_1230	1444	0	0	0
k141_13440	1414	0	0	0
k141_6070	3121	0	0	0
k141_4467	3732	0	0	0
k141_1231	2809	0	0	0
k141_6071	2324	0	0	0
k141_4468	2881	0	0	0
k141_11391	10212	0	0	0
k141_4469	1995	0	0	0
k141_13442	4288	0	0	0
k141_1232	3865	0	0	0
k141_11393	1740	0	0	0
k141_6072	4605	0	0	0
k141_11394	1279	0	0	0
k141_13444	1593	0	0	0
k141_4471	3904	0	0	0
k141_11395	2880	0	0	0
k141_6073	3264	0	0	0
k141_13446	3432	0	0	0
k141_11396	2361	0	0	0
k141_6074	2853	0	0	0
k141_11398	1542	0	0	0
k141_4472	4619	0	0	0
k141_6075	1480	0	0	0
k141_11399	1082	0	0	0
k141_13447	5075	0	0	0
k141_13448	1139	0	0	0
k141_11400	2137	0	0	0
k141_4474	3226	0	0	0
k141_11404	1264	0	0	0
k141_4475	2052	0	0	0
k141_4476	1018	0	0	0
k141_4477	1213	0	0	0
k141_13451	4369	0	0	0
k141_1234	16483	0	0	0
k141_11407	2958	0	0	0
k141_13452	1956	0	0	0
k141_4478	4189	0	0	0
k141_13453	1600	0	0	0
k141_13454	4243	0	0	0
k141_4480	4151	0	0	0
k141_13455	1035	0	0	0
k141_13456	1343	0	0	0
k141_11408	11435	0	0	0
k141_13458	2320	0	0	0
k141_4482	4532	0	0	0
k141_4483	1550	0	0	0
k141_1240	11344	0	0	0
k141_4484	1324	0	0	0
k141_13460	3076	0	0	0
k141_4485	2163	0	0	0
k141_13461	2497	0	0	0
k141_11409	7909	0	0	0
k141_4487	3017	0	0	0
k141_13462	2999	0	0	0
k141_11410	2293	0	0	0
k141_4488	1612	0	0	0
k141_13464	2540	0	0	0
k141_11411	2624	0	0	0
k141_11412	1269	0	0	0
k141_4491	2777	0	0	0
k141_13465	2845	0	0	0
k141_11413	1769	0	0	0
k141_13467	1668	0	0	0
k141_4493	3700	0	0	0
k141_4494	1077	0	0	0
k141_1242	17073	0	0	0
k141_13468	3746	0	0	0
k141_11414	5667	0	0	0
k141_4496	2436	0	0	0
k141_4497	1308	0	0	0
k141_4498	1237	0	0	0
k141_1244	3460	0	0	0
k141_6083	46410	0	0	0
k141_1245	4321	0	0	0
k141_13469	8989	0	0	0
k141_1246	1477	0	0	0
k141_4499	7281	0	0	0
k141_6085	4383	0	0	0
k141_6087	2166	0	0	0
k141_13471	3145	0	0	0
k141_4500	6570	0	0	0
k141_6089	2787	0	0	0
k141_4501	1828	0	0	0
k141_4502	2506	0	0	0
k141_9622	191661	0	0	0
k141_6093	2972	0	0	0
k141_13472	5323	0	0	0
k141_1247	15929	0	0	0
k141_4503	3823	0	0	0
k141_6094	2012	0	0	0
k141_9623	3212	0	0	0
k141_13473	3912	0	0	0
k141_4505	2142	0	0	0
k141_1248	3222	0	0	0
k141_4506	1483	0	0	0
k141_9625	2674	0	0	0
k141_6095	4682	0	0	0
k141_6096	1259	0	0	0
k141_4507	3116	0	0	0
k141_13474	6267	0	0	0
k141_1249	5726	0	0	0
k141_9629	3231	0	0	0
k141_4509	2010	0	0	0
k141_4510	1094	0	0	0
k141_13475	3004	0	0	0
k141_9630	2822	0	0	0
k141_4511	1346	0	0	0
k141_9631	1432	0	0	0
k141_4513	1491	0	0	0
k141_13476	2886	0	0	0
k141_1252	4492	0	0	0
k141_13477	1121	0	0	0
k141_4514	2021	0	0	0
k141_1253	1992	0	0	0
k141_13478	1027	0	0	0
k141_13479	1186	0	0	0
k141_9632	4314	0	0	0
k141_1254	1584	0	0	0
k141_9633	2063	0	0	0
k141_4515	4287	0	0	0
k141_4516	1435	0	0	0
k141_1255	4067	0	0	0
k141_9634	2687	0	0	0
k141_9635	1331	0	0	0
k141_4517	1884	0	0	0
k141_9638	1427	0	0	0
k141_4518	2279	0	0	0
k141_6098	20464	0	0	0
k141_1257	6618	0	0	0
k141_1258	1079	0	0	0
k141_4519	4966	0	0	0
k141_6099	3332	0	0	0
k141_6102	1311	0	0	0
k141_6104	4025	0	0	0
k141_13480	22023	0	0	0
k141_6107	2691	0	0	0
k141_6108	2545	0	0	0
k141_13482	6324	0	0	0
k141_13483	2054	0	0	0
k141_13485	3187	0	0	0
k141_6110	6679	0	0	0
k141_13487	1791	0	0	0
k141_4523	23547	0	0	0
k141_6113	4493	0	0	0
k141_13489	3692	0	0	0
k141_9640	32324	0	0	0
k141_13491	1208	0	0	0
k141_9641	1094	0	0	0
k141_9642	1008	0	0	0
k141_4524	8480	0	0	0
k141_13498	3313	0	0	0
k141_9644	4751	0	0	0
k141_6114	9921	0	0	0
k141_13499	3647	0	0	0
k141_4525	6461	0	0	0
k141_13500	1064	0	0	0
k141_6117	1880	0	0	0
k141_9647	3337	0	0	0
k141_4526	1462	0	0	0
k141_13501	2618	0	0	0
k141_1260	43427	0	0	0
k141_4527	2795	0	0	0
k141_1261	1011	0	0	0
k141_11416	99810	0	0	0
k141_6121	3150	0	0	0
k141_13504	1447	0	0	0
k141_1262	1580	0	0	0
k141_4529	2430	0	0	0
k141_13506	1399	0	0	0
k141_1263	2160	0	0	0
k141_4530	1259	0	0	0
k141_6122	4211	0	0	0
k141_4531	1891	0	0	0
k141_9650	8723	0	0	0
k141_13507	3841	0	0	0
k141_1264	3393	0	0	0
k141_6124	1646	0	0	0
k141_9651	1539	0	0	0
k141_4532	1978	0	0	0
k141_13508	1400	0	0	0
k141_6125	1201	0	0	0
k141_9652	1555	0	0	0
k141_1265	2388	0	0	0
k141_13509	1459	0	0	0
k141_9654	1434	0	0	0
k141_6126	2827	0	0	0
k141_13510	1563	0	0	0
k141_13511	1133	0	0	0
k141_4535	4454	0	0	0
k141_1266	4283	0	0	0
k141_9655	3364	0	0	0
k141_4538	1373	0	0	0
k141_9656	2918	0	0	0
k141_1270	2438	0	0	0
k141_4539	3046	0	0	0
k141_1272	1009	0	0	0
k141_9658	1937	0	0	0
k141_1273	1929	0	0	0
k141_4542	2418	0	0	0
k141_1275	1414	0	0	0
k141_9659	4562	0	0	0
k141_1276	2108	0	0	0
k141_9660	2782	0	0	0
k141_4543	8696	0	0	0
k141_9665	2175	0	0	0
k141_4544	1698	0	0	0
k141_1277	6863	0	0	0
k141_9667	1073	0	0	0
k141_1279	2206	0	0	0
k141_9668	2501	0	0	0
k141_4545	4004	0	0	0
k141_1280	1357	0	0	0
k141_9669	2475	0	0	0
k141_1281	2529	0	0	0
k141_4546	3055	0	0	0
k141_9670	2672	0	0	0
k141_4548	1237	0	0	0
k141_1282	2531	0	0	0
k141_9671	2261	0	0	0
k141_1283	1647	0	0	0
k141_9672	2499	0	0	0
k141_1284	2205	0	0	0
k141_4549	6054	0	0	0
k141_1285	2240	0	0	0
k141_9673	3914	0	0	0
k141_4550	1477	0	0	0
k141_9674	1006	0	0	0
k141_4551	1025	0	0	0
k141_1287	1644	0	0	0
k141_4552	1449	0	0	0
k141_1289	1112	0	0	0
k141_9675	5184	0	0	0
k141_4553	3933	0	0	0
k141_1290	5072	0	0	0
k141_9678	3814	0	0	0
k141_4554	6628	0	0	0
k141_1292	5200	0	0	0
k141_4555	1227	0	0	0
k141_9679	4061	0	0	0
k141_4557	1587	0	0	0
k141_9683	1592	0	0	0
k141_9684	1505	0	0	0
k141_1293	8753	0	0	0
k141_9686	4041	0	0	0
k141_1295	2012	0	0	0
k141_4558	8326	0	0	0
k141_1296	1161	0	0	0
k141_1298	1811	0	0	0
k141_4559	3166	0	0	0
k141_4560	1819	0	0	0
k141_9687	7241	0	0	0
k141_9688	1412	0	0	0
k141_1301	3216	0	0	0
k141_4563	1893	0	0	0
k141_1303	1489	0	0	0
k141_4564	2605	0	0	0
k141_1306	1528	0	0	0
k141_4566	1464	0	0	0
k141_1307	1651	0	0	0
k141_13512	71895	0	0	0
k141_1308	1350	0	0	0
k141_13514	1124	0	0	0
k141_4569	1405	0	0	0
k141_6127	77749	0	0	0
k141_9690	8622	0	0	0
k141_4570	1392	0	0	0
k141_1309	2490	0	0	0
k141_6128	3132	0	0	0
k141_13515	5514	0	0	0
k141_4571	4378	0	0	0
k141_4572	1010	0	0	0
k141_6129	3527	0	0	0
k141_1310	5828	0	0	0
k141_4573	1056	0	0	0
k141_13517	2105	0	0	0
k141_9691	7934	0	0	0
k141_4574	1128	0	0	0
k141_13518	1544	0	0	0
k141_6130	2610	0	0	0
k141_4575	2308	0	0	0
k141_13519	2484	0	0	0
k141_4576	2744	0	0	0
k141_1311	6210	0	0	0
k141_9693	4794	0	0	0
k141_13520	3643	0	0	0
k141_9695	1292	0	0	0
k141_4577	2150	0	0	0
k141_1312	3015	0	0	0
k141_13523	1442	0	0	0
k141_6132	7053	0	0	0
k141_13524	1084	0	0	0
k141_6135	1310	0	0	0
k141_4579	2996	0	0	0
k141_9696	3928	0	0	0
k141_13525	2203	0	0	0
k141_4580	1689	0	0	0
k141_1314	4062	0	0	0
k141_6140	1835	0	0	0
k141_13527	2245	0	0	0
k141_1316	1489	0	0	0
k141_13528	2035	0	0	0
k141_4582	3435	0	0	0
k141_6143	1814	0	0	0
k141_13529	1194	0	0	0
k141_1317	3575	0	0	0
k141_9698	6777	0	0	0
k141_6144	2107	0	0	0
k141_4583	2797	0	0	0
k141_13530	1821	0	0	0
k141_9699	1536	0	0	0
k141_6145	2727	0	0	0
k141_9701	1334	0	0	0
k141_1318	4524	0	0	0
k141_6146	1212	0	0	0
k141_9702	2168	0	0	0
k141_1320	1102	0	0	0
k141_9703	1441	0	0	0
k141_6147	2650	0	0	0
k141_1321	2852	0	0	0
k141_9706	1479	0	0	0
k141_6148	2709	0	0	0
k141_1322	2789	0	0	0
k141_9707	2348	0	0	0
k141_13532	10517	0	0	0
k141_6149	2395	0	0	0
k141_9708	1093	0	0	0
k141_1323	1359	0	0	0
k141_13533	1312	0	0	0
k141_6150	1339	0	0	0
k141_1324	1242	0	0	0
k141_1325	1910	0	0	0
k141_6151	4072	0	0	0
k141_9710	5866	0	0	0
k141_13534	6623	0	0	0
k141_1327	4248	0	0	0
k141_6152	3261	0	0	0
k141_1328	1040	0	0	0
k141_13536	1289	0	0	0
k141_6154	1974	0	0	0
k141_1329	2593	0	0	0
k141_2798	570400	0	0	0
k141_1330	1438	0	0	0
k141_13537	3969	0	0	0
k141_9711	7876	0	0	0
k141_1331	1128	0	0	0
k141_13538	1542	0	0	0
k141_1333	2257	0	0	0
k141_1334	5978	0	0	0
k141_4585	34071	0	0	0
k141_4587	2208	0	0	0
k141_9713	13344	0	0	0
k141_4588	1471	0	0	0
k141_9714	1533	0	0	0
k141_1335	6433	0	0	0
k141_4590	1825	0	0	0
k141_6155	19334	0	0	0
k141_13539	14794	0	0	0
k141_13541	1669	0	0	0
k141_9716	4544	0	0	0
k141_4591	4286	0	0	0
k141_1336	4581	0	0	0
k141_13542	1925	0	0	0
k141_9717	1001	0	0	0
k141_13544	1689	0	0	0
k141_1337	2302	0	0	0
k141_6157	6196	0	0	0
k141_4592	3161	0	0	0
k141_9718	2468	0	0	0
k141_13545	1772	0	0	0
k141_6159	1514	0	0	0
k141_6160	1260	0	0	0
k141_4593	3042	0	0	0
k141_9719	3108	0	0	0
k141_6162	1067	0	0	0
k141_1338	6163	0	0	0
k141_13546	4984	0	0	0
k141_1339	1310	0	0	0
k141_4595	4042	0	0	0
k141_1340	1221	0	0	0
k141_4596	1861	0	0	0
k141_13549	2475	0	0	0
k141_6163	5852	0	0	0
k141_1342	2400	0	0	0
k141_6164	1336	0	0	0
k141_13550	2910	0	0	0
k141_1343	2779	0	0	0
k141_4597	4353	0	0	0
k141_13551	2445	0	0	0
k141_9720	12005	0	0	0
k141_6165	4520	0	0	0
k141_1344	2970	0	0	0
k141_6166	1331	0	0	0
k141_9721	2707	0	0	0
k141_1345	3143	0	0	0
k141_4598	6843	0	0	0
k141_13552	5539	0	0	0
k141_9724	2180	0	0	0
k141_4599	1442	0	0	0
k141_6169	3989	0	0	0
k141_9725	1643	0	0	0
k141_4600	1400	0	0	0
k141_4601	1004	0	0	0
k141_13553	3482	0	0	0
k141_9726	3032	0	0	0
k141_1346	6150	0	0	0
k141_4602	1818	0	0	0
k141_6170	3581	0	0	0
k141_9727	1497	0	0	0
k141_1347	1599	0	0	0
k141_6171	1475	0	0	0
k141_13554	3300	0	0	0
k141_6172	1462	0	0	0
k141_2800	51830	0	0	0
k141_9728	2504	0	0	0
k141_13555	1783	0	0	0
k141_1348	2116	0	0	0
k141_6173	1494	0	0	0
k141_13556	1057	0	0	0
k141_9729	1626	0	0	0
k141_1349	2300	0	0	0
k141_2802	2335	0	0	0
k141_6175	1720	0	0	0
k141_9730	1649	0	0	0
k141_2803	1079	0	0	0
k141_4605	6810	0	0	0
k141_2804	3093	0	0	0
k141_1350	4905	0	0	0
k141_9737	3071	0	0	0
k141_1351	2480	0	0	0
k141_9740	1606	0	0	0
k141_2805	4196	0	0	0
k141_4607	6194	0	0	0
k141_6177	8618	0	0	0
k141_4608	2379	0	0	0
k141_9742	2404	0	0	0
k141_9743	1730	0	0	0
k141_1353	4930	0	0	0
k141_4610	1494	0	0	0
k141_9744	1406	0	0	0
k141_4611	1171	0	0	0
k141_2806	6170	0	0	0
k141_4612	1204	0	0	0
k141_13559	17100	0	0	0
k141_6179	7206	0	0	0
k141_9745	4223	0	0	0
k141_1355	4361	0	0	0
k141_2810	2295	0	0	0
k141_6180	1589	0	0	0
k141_1356	1710	0	0	0
k141_4614	4292	0	0	0
k141_6181	2116	0	0	0
k141_13561	3130	0	0	0
k141_4615	1868	0	0	0
k141_9748	2911	0	0	0
k141_1357	2581	0	0	0
k141_13562	2814	0	0	0
k141_1358	2881	0	0	0
k141_6182	3801	0	0	0
k141_1359	1154	0	0	0
k141_2812	7611	0	0	0
k141_4617	6187	0	0	0
k141_9752	4613	0	0	0
k141_13563	4804	0	0	0
k141_4618	1427	0	0	0
k141_2814	3156	0	0	0
k141_4619	1134	0	0	0
k141_13565	1269	0	0	0
k141_1361	4729	0	0	0
k141_13567	1024	0	0	0
k141_2815	2516	0	0	0
k141_1362	1367	0	0	0
k141_7961	383432	0	0	0
k141_4621	2889	0	0	0
k141_13568	2655	0	0	0
k141_1363	2407	0	0	0
k141_6184	9906	0	0	0
k141_2817	3138	0	0	0
k141_9757	6789	0	0	0
k141_1364	2007	0	0	0
k141_4622	2331	0	0	0
k141_1365	1023	0	0	0
k141_13569	3180	0	0	0
k141_7962	3547	0	0	0
k141_9758	1575	0	0	0
k141_6185	3281	0	0	0
k141_7963	1298	0	0	0
k141_9759	1405	0	0	0
k141_2818	6184	0	0	0
k141_4623	5479	0	0	0
k141_7964	3300	0	0	0
k141_6187	3549	0	0	0
k141_2819	1467	0	0	0
k141_9760	4917	0	0	0
k141_7965	1879	0	0	0
k141_1366	7053	0	0	0
k141_6189	2607	0	0	0
k141_1367	1659	0	0	0
k141_2822	2355	0	0	0
k141_7967	2650	0	0	0
k141_1368	1598	0	0	0
k141_1369	1172	0	0	0
k141_2823	1575	0	0	0
k141_6190	3613	0	0	0
k141_13570	11328	0	0	0
k141_7968	2463	0	0	0
k141_13571	1129	0	0	0
k141_2824	1606	0	0	0
k141_1370	1665	0	0	0
k141_6192	1903	0	0	0
k141_2825	1475	0	0	0
k141_7969	2160	0	0	0
k141_13572	2423	0	0	0
k141_4626	9318	0	0	0
k141_6194	1402	0	0	0
k141_6195	1540	0	0	0
k141_4627	2266	0	0	0
k141_1371	5341	0	0	0
k141_6196	1408	0	0	0
k141_13573	3224	0	0	0
k141_4628	1458	0	0	0
k141_2826	5092	0	0	0
k141_4629	1236	0	0	0
k141_1372	2014	0	0	0
k141_9761	13802	0	0	0
k141_2827	1021	0	0	0
k141_6198	1729	0	0	0
k141_13575	2015	0	0	0
k141_9762	1135	0	0	0
k141_2828	1403	0	0	0
k141_1373	2178	0	0	0
k141_9763	1135	0	0	0
k141_4630	2727	0	0	0
k141_9764	1652	0	0	0
k141_4631	1673	0	0	0
k141_2829	3814	0	0	0
k141_2830	1018	0	0	0
k141_13581	4202	0	0	0
k141_2831	1271	0	0	0
k141_9768	2346	0	0	0
k141_6206	3079	0	0	0
k141_2832	1107	0	0	0
k141_1374	6516	0	0	0
k141_4633	4979	0	0	0
